word,frequency,example_sentence,reading,meaning,part_of_speech
キル,88,しかし親の形見のこの服だけは守り切ったのですよ。,,【球技】 〔打ち返せないような強い球〕 a kill; a kill shot; a smash; a putaway.,球技
クソ,88,くそ、ユニフィとモラードはまだ戻らないのか。,,,
レーン,88,おーえんしてるよがんばれアレイン。,,"Lehn, Jean-Marie (1939-　; フランスの化学者).",
タベル,88,暖かいベッド、お肉入りのスープにパンを浸して食べられる。,,,
ニン,88,一部隊あたりの配属数を4人まで増やすことが可能になりました。,,"Nin, Anaïs (1903-77; フランス生まれの米国の女性作家).",
キョウカイ,87,教会に持ってくと喜んでくれるぜ。,,,
シロ,87,コルニアの王都、グランコリヌ城はそれはそれは大きな城だよ。,,,
シン,86,そうですねこの国の民には強い信仰心がある。,シン・フェインとう,〔アイルランドの政治結社・政党〕 Sinn Fein. ▶アイルランド語で we ourselves の意. ▷Sinn Feiner n.,シン・フェイン党
ズット,86,思ったよりもずっと早くエルヘイムを復興できたわね。,,,
カクニン,86,それぞれ発動タイミングが異なるスキル内容をよく確認した方がいいぜ。,,,
ウケトル,85,これはお礼ですぜひ受け取ってください。,,,
タオス,85,即座に敵を倒す力がなければ。,,,
リョウ,85,通行料を取ったりはせんから安心して通ってくれ、ははは。,,,
コトバ,84,多くの配給品を提供していただき感謝の言葉が見つかりません。,,,
ナルホド,84,なるほど、事情はわかった。,,,
カンズル,84,この像から不思議な力を感じるの。,,,
ヨシ,84,よし、今のうちに。,,,
ヤク,84,お役に立てず申し訳ありません私ではよくわからないですね。,,"【動】 a yak 《pl. 〜s, 〈集合的に〉 〜》.",動
ナガラ,84,彼は王侯の生まれながらも育ったのはパレィア島と聞いた。,,,
ダイジ,83,大事に使ってやってくれそれで俺も満足だ。,,,
ミコ,83,ロザリンデの妹巫女があの城にいるのか。,,,
ヘンセイ,82,砦の「ユニット拡充」編成枠を増やすことができるようになりました。,,,
ワシ,82,よく来た、ワシの見込んだ客人よさあじっくりと商品を見ていってくれ。,,,
ハア,82,ぐはぁあっ。,,,
ヨロコブ,82,教会に持ってくと喜んでくれるぜ。,,,
カラダ,81,こう体にググッと力が溜まればな周りのもん一気に掘り起こせるんだ。,,,
ハナ,80,ベレニスお姉ちゃんのためにお花を摘んでるの。,,,
ススム,80,先に進むのは難しいでしょう。,,,
ユニフィ,80,くそ、ユニフィとモラードはまだ戻らないのか。,,,
エッ,80,まあ、俺たちには関係ない話だよなえっあんたらが解放軍。,,,
シハイ,80,解放軍に参加しゼノイラの支配に苦しむ者を救いたいからだ。,,,
ウマイ,80,うまく掘るにはコツがあるんだぜ。,,,
ドラマ,79,これはドラマデバッグでのみ表示されるダイアログですどの国もクリアしていない状態。,,"1 〔演劇〕 a 《TV, radio, stage》 drama; a play.",
キジョ,79,貴女のような腕の立つ騎士が警備されているというのに。,,,
カン,79,それだけに指揮官の力量が問われるどう運用するのかを明確にすべきだな。,,"【麻雀】 declaring ""Kong!"" and picking up a discarded tile to form a quadruplet with three identical tiles from one's private hand.",麻雀
オイ,79,おい、何者だお前は今怪しい者を近づけるわけには。,,,
オトコ,79,ゴードンという男はきっと恐ろしい人ですから。,,,
シンライ,78,エルフからの信頼も得られて生活がしやすくなった、ありがとうね。,,,
ベルト,78,頼む、北の砦にいるベルトランを一緒に倒してくれ。,2,1 〔洋服の胴を締める〕 a belt; a waist belt.,機
ノム,78,あー寒い懐も寒いし酒すら飲めねぇぜ。,,,
アニ,78,家の雪かきを頼まれたんだけど兄ちゃんも手伝ってくれない。,,,
ダイアローグ,78,これはドラマデバッグでのみ表示されるダイアログですどの国もクリアしていない状態。,,,
ヒョウジ,78,これはドラマデバッグでのみ表示されるダイアログですどの国もクリアしていない状態。,,,
カクゴ,77,貴方の覚悟はそれほどのものなの。,,,
クッ,77,くっ。,,,
アンシン,77,ナイジェル様が暫定の指導者とかあの方ならば安心だわ。,,,
モリ,76,茨の森の入り口まで進む。,,,
チュウ,76,おかげで、今や王子の名声はコルニア中にとどろいています。,,,
ウウ,76,う、うわぁっ。,,,
ゼノイラ,76,バストリアスは落ちついたあとはゼノイラを討ち倒そう。,,,
ウワサ,76,風の噂じゃ解放軍ってのが頑張ってるらしいが。,,,
カンケイ,75,この戦いは両国の関係を見つめ直す機会にもなるだろう。,,,
モウシワケ,75,お役に立てず申し訳ありません私ではよくわからないですね。,,,
カシラ,75,私私にできることはあなたを見つめることかしら。,,,
ナガイ,74,長いものには巻かれろというぞそれも嫌なら目と耳と口を塞ぐがいい。,,,
カエス,74,ああ、このペンダントを返した方がいいだろう。,,,
ハナレル,74,天のかけらを一定数集めたら騎士団を離れ解放軍に参加したい。,,,
ガンバル,74,風の噂じゃ解放軍ってのが頑張ってるらしいが。,,,
レンジュウ,74,連中が出てってくれただけでも清々してるよ。,,,
セイキョウ,74,我々が守っている正教もまた復興の力になっていると。,,,
アマリ,74,だからあまりいじめないであげてよ。,,,
ダメ,74,ダメだ開かないな。,,,
ソバ,73,それをお傍で見ることが叶うと思うと、光栄の至りです。,,,
ギル,73,よし、ではギルベルト王子に会いに行こう。,,,
メリザンド,73,さらに敵の指揮官はメリザンド元コルニア貴族で名家の後継者。,,,
クロエ,73,ありがとうクロエそれでは出撃準備を始めよう。,,【商標】 〔フランス製の婦人既製服など〕 Chloé.,商標
イキ,73,秘密の海岸行きの船が出てるみたいだぜ。,,,
トク,73,妙な絵が描かれた紙が埋まってたな金にならないから埋めて戻しといたよ。,,,
タビ,73,お前色んな場所を旅してきたクチだろ俺もそうだぜ。,,,
タスカル,72,いやぁ助かりますでは魔法陣を調べてみましょうか。,,,
ノコル,72,まだ王都がグランコリヌが残っている。,,,
ミチ,72,ゆえに彼らが暗躍していればその影響も未知数。,,,
ラシイ,72,風の噂じゃ解放軍ってのが頑張ってるらしいが。,,,
トテモ,72,とても好きな場所だったけどたぶんもう。,,,
スウ,72,これを機に指揮する部隊数も増やしてみてはいかがでしょうか。,,,
ノコリ,72,残りの必要な天のかけら30個。,,,
ラン,71,頼む、北の砦にいるベルトランを一緒に倒してくれ。,ラン・チリこうくう,"〔チリの航空会社〕 Lan Chile (略: LA, LAN).",ラン・チリ航空
カゾク,71,ウメルス姉ちゃんは僕のたったひとりの家族なんだ。,,,
2,71,1協力しよう2断る。,,,
ゼッタイ,71,絶対に負けると思っていた反乱軍その勝利を見て考えるものがあります。,,,
イモウト,71,水路に落ちた妹を助けてくれたんだ鎧を着たまま水に飛びこんだって。,,,
エー,71,えええ。,,,
サケ,70,あー寒い懐も寒いし酒すら飲めねぇぜ。,,,
マイ,70,現実を変えたという結果があるならワシも考えを改めねばなるまい。,マイ・ヌドンベこ,〔コンゴ民主共和国の湖〕 Lake Mai-Ndombe. ▶旧称 レオポルド 2 世湖 Lake Leopold II.,マイ・ヌドンベ湖
イセキ,70,魔法陣の遺跡でしょうかかなり昔に作られたものに見えます。,,,
ニゲル,70,鶏が小屋から4羽も逃げちゃって困ったなぁ。,,,
40,70,よし、封印を解除したわ40どれどれ。,,,
カクチ,70,各地の砦で新しい仲間を雇う「雇用」が使用できるようになりました。,,,
ンー,69,よそ者は信用ならん近づかんでくれ。,,,
アイダ,69,難しいなうまく間を取り持ちたいところだが。,,,
ァージニア,69,この要塞の敵将を討ったのはァージニア姫だという噂が。,,,
レイ,68,これはお礼ですぜひ受け取ってください。,,"1 Lai, Francis (1933-　; フランスの作曲家).",
ニア,68,イレニア様の時代は暮らしやすかったよ。,,,
サッキ,68,よぅ、アレインさんかさっきはありがとうな。,,,
ヘイワ,68,昔のような平和な国になってくれればいいのじゃが。,,,
ウケル,68,こっちのゼノイラ軍の偉いさんは金払いが悪くて仕事は請けなかった。,,,
タイヘン,67,鶏が逃げちゃって大変なんですよ困ったなぁ。,,,
オドロク,67,あっしも近くの町でたまたま聞いて驚きやした。,,,
タメス,67,それぞれ個性的な効果を持つようですいろいろ試してみてください。,,,
センジョウ,67,部下と寝起きを共にし戦場で共に戦い編成にも気を配る。,,,
コイツ,67,な、なんだこいつだけ気性が荒いぞ。,,,
ウン,67,うん行こう、アレインと一緒に。,,,
ジツ,67,実は天のかけらを一定数集めたら騎士団を離れたいと考えている。,,,
ツヅケル,67,これも皆を救い続けられたからこそ本当にご立派になられました。,,,
ワタス,66,目立たぬよう夜にしか取引はできんが約束の証として取引証を渡そう。,,,
サガス,66,僕もできることを探しながら頑張るよ。,,,
アキラメル,66,ただ、途中で諦めると戦闘の経験は得られませんのでご注意ください。,,,
ヤリ,66,見つけたときに私はどうすればいい槍を向けるなんてできっこない。,,,
マジュツ,66,あの魔術師ライマンを追い出すとは絶対に無理だと思っていたのに。,,,
コエ,65,教皇様がお亡くなりになったのね一度だけお声をかけていただけたの。,,,
